"","X","ID","Age.3","Stimuli","Trial","Condition","Answer","Gender"
"1113",1151,112,"Adult","D",NA,"Action Impossible",0,"1"
"1114",1551,112,"Adult","D",NA,"Action Possible",1,"1"
"1115",1951,112,"Adult","D",1,"Opinion",1,"1"
"1116",2351,112,"Adult","D",2,"Opinion",1,"1"
"1117",2751,112,"Adult","D",3,"Moral",1,"1"
"1118",3151,112,"Adult","D",4,"Moral",1,"1"
"1119",3551,112,"Adult","D",5,"Immoral",1,"1"
"1120",3951,112,"Adult","D",6,"Immoral",1,"1"
"1121",4071,113,"Adult","E",NA,"Action Possible",1,"2"
"1122",4471,113,"Adult","E",NA,"Action Impossible",0,"2"
"1123",4871,113,"Adult","E",NA,"Action Impossible",0,"2"
"1124",5271,113,"Adult","E",NA,"Action Possible",1,"2"
"1125",5671,113,"Adult","E",1,"Opinion",1,"2"
"1126",6071,113,"Adult","E",2,"Opinion",1,"2"
"1127",6471,113,"Adult","E",3,"Moral",1,"2"
"1128",6871,113,"Adult","E",4,"Moral",1,"2"
"1129",7271,113,"Adult","E",5,"Immoral",1,"2"
"1130",7671,113,"Adult","E",6,"Immoral",1,"2"
"1131",4321,114,"Adult","E",NA,"Action Possible",1,"1"
"1132",4721,114,"Adult","E",NA,"Action Impossible",0,"1"
"1133",5121,114,"Adult","E",NA,"Action Impossible",0,"1"
"1134",5521,114,"Adult","E",NA,"Action Possible",1,"1"
"1135",5921,114,"Adult","E",1,"Opinion",0,"1"
"1136",6321,114,"Adult","E",2,"Opinion",1,"1"
"1137",6721,114,"Adult","E",3,"Moral",0,"1"
"1138",7121,114,"Adult","E",4,"Moral",0,"1"
"1139",7521,114,"Adult","E",5,"Immoral",1,"1"
"1140",7921,114,"Adult","E",6,"Immoral",1,"1"
"1141",3310,115,"Adult","D",NA,"Action Possible",1,"1"
"1142",7310,115,"Adult","D",NA,"Action Impossible",0,"1"
"1143",1133,115,"Adult","D",NA,"Action Impossible",0,"1"
"1144",1531,115,"Adult","D",NA,"Action Possible",1,"1"
"1145",1931,115,"Adult","D",1,"Opinion",1,"1"
"1146",2331,115,"Adult","D",2,"Opinion",1,"1"
"1147",2731,115,"Adult","D",3,"Moral",0,"1"
"1148",3131,115,"Adult","D",4,"Moral",0,"1"
"1149",3531,115,"Adult","D",5,"Immoral",1,"1"
"1150",3931,115,"Adult","D",6,"Immoral",1,"1"
"1151",805,116,"Adult","F",NA,"Action Possible",1,"2"
"1152",845,116,"Adult","F",NA,"Action Impossible",0,"2"
"1153",885,116,"Adult","F",NA,"Action Impossible",0,"2"
"1154",925,116,"Adult","F",NA,"Action Possible",1,"2"
"1155",965,116,"Adult","F",1,"Opinion",1,"2"
"1156",1005,116,"Adult","F",2,"Opinion",1,"2"
"1157",1045,116,"Adult","F",3,"Moral",1,"2"
"1158",1085,116,"Adult","F",4,"Moral",1,"2"
"1159",1125,116,"Adult","F",5,"Immoral",1,"2"
"1160",1165,116,"Adult","F",6,"Immoral",1,"2"
"1161",4191,117,"Adult","E",NA,"Action Possible",1,"2"
"1162",4591,117,"Adult","E",NA,"Action Impossible",0,"2"
"1163",4991,117,"Adult","E",NA,"Action Impossible",0,"2"
"1164",5391,117,"Adult","E",NA,"Action Possible",1,"2"
"1165",5791,117,"Adult","E",1,"Opinion",1,"2"
"1166",6191,117,"Adult","E",2,"Opinion",1,"2"
"1167",6591,117,"Adult","E",3,"Moral",1,"2"
"1168",6991,117,"Adult","E",4,"Moral",1,"2"
"1169",7391,117,"Adult","E",5,"Immoral",1,"2"
"1170",7791,117,"Adult","E",6,"Immoral",1,"2"
"1171",811,118,"Adult","F",NA,"Action Possible",1,"2"
"1172",851,118,"Adult","F",NA,"Action Impossible",0,"2"
"1173",891,118,"Adult","F",NA,"Action Impossible",0,"2"
"1174",931,118,"Adult","F",NA,"Action Possible",1,"2"
"1175",971,118,"Adult","F",1,"Opinion",1,"2"
"1176",1011,118,"Adult","F",2,"Opinion",1,"2"
"1177",1051,118,"Adult","F",3,"Moral",0,"2"
"1178",1091,118,"Adult","F",4,"Moral",0,"2"
"1179",1131,118,"Adult","F",5,"Immoral",0,"2"
"1180",1171,118,"Adult","F",6,"Immoral",1,"2"
"1181",826,119,"Adult","F",NA,"Action Possible",1,"1"
"1182",866,119,"Adult","F",NA,"Action Impossible",0,"1"
"1183",906,119,"Adult","F",NA,"Action Impossible",0,"1"
"1184",946,119,"Adult","F",NA,"Action Possible",1,"1"
"1185",986,119,"Adult","F",1,"Opinion",1,"1"
"1186",1026,119,"Adult","F",2,"Opinion",1,"1"
"1187",1066,119,"Adult","F",3,"Moral",1,"1"
"1188",1106,119,"Adult","F",4,"Moral",1,"1"
"1189",1146,119,"Adult","F",5,"Immoral",1,"1"
"1190",1186,119,"Adult","F",6,"Immoral",1,"1"
"1191",3100,120,"Adult","D",NA,"Action Possible",1,"2"
"1192",4310,120,"Adult","D",NA,"Action Impossible",0,"2"
"1193",831,120,"Adult","D",NA,"Action Impossible",0,"2"
"1194",1231,120,"Adult","D",NA,"Action Possible",1,"2"
"1195",1631,120,"Adult","D",1,"Opinion",1,"2"
"1196",2031,120,"Adult","D",2,"Opinion",1,"2"
"1197",2431,120,"Adult","D",3,"Moral",0,"2"
"1198",2831,120,"Adult","D",4,"Moral",0,"2"
"1199",3231,120,"Adult","D",5,"Immoral",1,"2"
"1200",3631,120,"Adult","D",6,"Immoral",1,"2"
